msnbot-157-55-39-36.search.msn.com - - [07/Feb/2019:02:53:27 -0500] darwins.ca "GET /robots.txt HTTP/1.1" 404 68
178-154-246-128.spider.yandex.com - - [07/Feb/2019:10:16:02 -0500] androidcookbook.oreilly.com "GET /Login.seam;jsessionid=qRIp-1q0PCGDtBzs3975WVjm.darwinsys HTTP/1.1" 404 74
localhost.darwinsys.com - - [07/Feb/2019:10:16:43 -0500] androidcookbook.com "GET / HTTP/1.1" 200 29694
localhost.darwinsys.com - - [07/Feb/2019:10:16:44 -0500] androidcookbook.com "GET /javax.faces.resource/theme.css.seam?ln=primefaces-south-street HTTP/1.1" 200 18534
localhost.darwinsys.com - - [07/Feb/2019:10:16:45 -0500] androidcookbook.com "GET /javax.faces.resource/components.css.seam;jsessionid=MM_jtQqDArnFrJGC74ArHqS6l6QA-EZhFB13ShU1.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 85214
216.244.66.241 - - [07/Feb/2019:10:17:14 -0500] androidcookbook.net "GET /ChapterView.seam?chapterId=100 HTTP/1.1" 200 24544
localhost.darwinsys.com - - [07/Feb/2019:10:18:27 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=E29F9B569793C059A30F20AA3F5A5C0C?recipeId=456 HTTP/1.1" 200 13829
103.75.189.79 - - [07/Feb/2019:10:18:39 -0500] www.darwinsys.com "GET /file/ HTTP/1.1" 200 4241
localhost.darwinsys.com - - [07/Feb/2019:10:18:48 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 304 -
localhost.darwinsys.com - - [07/Feb/2019:10:19:35 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=4012 HTTP/1.1" 200 19593
localhost.darwinsys.com - - [07/Feb/2019:10:19:35 -0500] androidcookbook.com "GET /javax.faces.resource/theme.css.seam?ln=primefaces-south-street HTTP/1.1" 200 18534
localhost.darwinsys.com - - [07/Feb/2019:10:19:36 -0500] androidcookbook.com "GET /javax.faces.resource/components.css.seam;jsessionid=BjPamzp3SvQc3kRYr426-h2porJYjONLhmcwlTz1.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 85214
localhost.darwinsys.com - - [07/Feb/2019:10:19:36 -0500] androidcookbook.com "GET /RES_NOT_FOUND HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:10:19:36 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery.js.seam;jsessionid=BjPamzp3SvQc3kRYr426-h2porJYjONLhmcwlTz1.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 86838
localhost.darwinsys.com - - [07/Feb/2019:10:19:36 -0500] androidcookbook.com "GET /javax.faces.resource/core.js.seam;jsessionid=BjPamzp3SvQc3kRYr426-h2porJYjONLhmcwlTz1.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 31242
localhost.darwinsys.com - - [07/Feb/2019:10:19:37 -0500] androidcookbook.com "GET /img/AndroidCook.png HTTP/1.1" 200 6421
localhost.darwinsys.com - - [07/Feb/2019:10:19:37 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery-plugins.js.seam;jsessionid=BjPamzp3SvQc3kRYr426-h2porJYjONLhmcwlTz1.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 261110
localhost.darwinsys.com - - [07/Feb/2019:10:19:37 -0500] androidcookbook.com "GET /img/title-logo-black.png HTTP/1.1" 200 4444
localhost.darwinsys.com - - [07/Feb/2019:10:19:37 -0500] androidcookbook.com "GET /img/invertocat.png HTTP/1.1" 200 5241
localhost.darwinsys.com - - [07/Feb/2019:10:19:37 -0500] androidcookbook.com "GET /img/twitter-icon.png HTTP/1.1" 200 1640
localhost.darwinsys.com - - [07/Feb/2019:10:19:38 -0500] androidcookbook.com "GET /img/cover-small.png HTTP/1.1" 200 7396
localhost.darwinsys.com - - [07/Feb/2019:10:19:38 -0500] androidcookbook.com "GET /resource/image?imageId=4013 HTTP/1.1" 200 6673
localhost.darwinsys.com - - [07/Feb/2019:10:19:38 -0500] androidcookbook.com "GET /javax.faces.resource/components.js.seam;jsessionid=BjPamzp3SvQc3kRYr426-h2porJYjONLhmcwlTz1.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 408635
localhost.darwinsys.com - - [07/Feb/2019:10:19:38 -0500] androidcookbook.com "GET /resource/image?imageId=4018 HTTP/1.1" 200 22922
localhost.darwinsys.com - - [07/Feb/2019:10:19:38 -0500] androidcookbook.com "GET /RES_NOT_FOUND HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:10:19:39 -0500] androidcookbook.com "GET /javax.faces.resource/images/ui-bg_highlight-hard_100_f5f3e5_1x100.png.seam?ln=primefaces-south-street HTTP/1.1" 200 110
localhost.darwinsys.com - - [07/Feb/2019:10:19:39 -0500] androidcookbook.com "GET /javax.faces.resource/images/ui-icons_808080_256x240.png.seam?ln=primefaces-south-street HTTP/1.1" 200 4369
localhost.darwinsys.com - - [07/Feb/2019:10:19:39 -0500] androidcookbook.com "GET /favicon.ico HTTP/1.1" 200 2294
216.244.66.241 - - [07/Feb/2019:10:21:29 -0500] androidcookbook.net "GET /Recipe.seam?recipeId=5058&recipeFrom=ViewTOC HTTP/1.1" 200 11960
static.84.36.251.148.clients.your-server.de - - [07/Feb/2019:10:21:37 -0500] www.darwinsys.com "GET /jwf/FrameworkList.web HTTP/1.1" 200 115053
216.244.66.241 - - [07/Feb/2019:10:21:42 -0500] androidcookbook.net "GET /Recipe.seam?recipeId=5137&recipeFrom=ViewTOC HTTP/1.1" 200 12135
187.11.99.237 - - [07/Feb/2019:10:22:22 -0500] rejmi.net "GET /wp-login.php HTTP/1.1" 404 145
187.11.99.237 - - [07/Feb/2019:10:22:22 -0500] rejmi.net "GET / HTTP/1.1" 200 2259
216.244.66.246 - - [07/Feb/2019:10:23:11 -0500] www.darwinsys.com "GET /3dprinting/ HTTP/1.1" 200 10471
localhost.darwinsys.com - - [07/Feb/2019:10:23:37 -0500] androidcookbook.com "GET /ChapterView.seam?chapterId=1300 HTTP/1.1" 200 20589
localhost.darwinsys.com - - [07/Feb/2019:10:23:48 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 304 -
124.61.73.34.bc.googleusercontent.com - - [07/Feb/2019:10:23:54 -0500] darwinsys.com "GET / HTTP/1.1" 200 47444
msnbot-157-55-39-225.search.msn.com - - [07/Feb/2019:10:25:50 -0500] www.androidcookbook.com "GET /Recipe.seam?recipeId=1944 HTTP/1.1" 200 14272
localhost.darwinsys.com - - [07/Feb/2019:10:25:54 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 304 -
216.244.66.241 - - [07/Feb/2019:10:26:02 -0500] www.androidcookbook.net "GET /Recipe.seam?recipeId=1456 HTTP/1.1" 200 18401
194.8.217.194 - - [07/Feb/2019:10:27:30 -0500] www.darwinsys.com "GET /file HTTP/1.1" 302 -
194.8.217.194 - - [07/Feb/2019:10:27:30 -0500] www.darwinsys.com "GET /file/ HTTP/1.1" 200 4241
194.8.217.194 - - [07/Feb/2019:10:27:31 -0500] www.darwinsys.com "GET /stylesheet.css HTTP/1.1" 200 2706
194.8.217.194 - - [07/Feb/2019:10:27:31 -0500] www.darwinsys.com "GET /file/filelogo.jpg HTTP/1.1" 200 5591
194.8.217.194 - - [07/Feb/2019:10:27:31 -0500] www.darwinsys.com "GET /favicon.ico HTTP/1.1" 200 4710
202.178.124.34 - - [07/Feb/2019:10:28:19 -0500] 69.172.254.175 "GET / HTTP/1.1" 200 2426
localhost.darwinsys.com - - [07/Feb/2019:10:28:45 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=3756F895B4644F7289199958FE0C468D?recipeId=2763 HTTP/1.1" 200 18431
localhost.darwinsys.com - - [07/Feb/2019:10:28:48 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 304 -
localhost.darwinsys.com - - [07/Feb/2019:10:29:29 -0500] www.darwinsys.com "GET /jwf/FrameworkList.web HTTP/1.1" 200 115053
localhost.darwinsys.com - - [07/Feb/2019:10:29:44 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=992 HTTP/1.1" 200 37049
localhost.darwinsys.com - - [07/Feb/2019:10:29:44 -0500] androidcookbook.com "GET /javax.faces.resource/theme.css.seam?ln=primefaces-south-street HTTP/1.1" 200 18534
localhost.darwinsys.com - - [07/Feb/2019:10:29:45 -0500] androidcookbook.com "GET /javax.faces.resource/components.css.seam;jsessionid=MiLayMj5VbZK694lfbPHz7JVmFsFopYH_6djgH8-.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 85214
localhost.darwinsys.com - - [07/Feb/2019:10:29:45 -0500] androidcookbook.com "GET /RES_NOT_FOUND HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:10:29:45 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery.js.seam;jsessionid=MiLayMj5VbZK694lfbPHz7JVmFsFopYH_6djgH8-.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 86838
localhost.darwinsys.com - - [07/Feb/2019:10:29:45 -0500] androidcookbook.com "GET /javax.faces.resource/core.js.seam;jsessionid=MiLayMj5VbZK694lfbPHz7JVmFsFopYH_6djgH8-.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 31242
localhost.darwinsys.com - - [07/Feb/2019:10:29:45 -0500] androidcookbook.com "GET /img/AndroidCook.png HTTP/1.1" 200 6421
localhost.darwinsys.com - - [07/Feb/2019:10:29:46 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery-plugins.js.seam;jsessionid=MiLayMj5VbZK694lfbPHz7JVmFsFopYH_6djgH8-.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 261110
localhost.darwinsys.com - - [07/Feb/2019:10:29:46 -0500] androidcookbook.com "GET /img/title-logo-black.png HTTP/1.1" 200 4444
localhost.darwinsys.com - - [07/Feb/2019:10:29:46 -0500] androidcookbook.com "GET /img/invertocat.png HTTP/1.1" 200 5241
localhost.darwinsys.com - - [07/Feb/2019:10:29:47 -0500] androidcookbook.com "GET /javax.faces.resource/components.js.seam;jsessionid=MiLayMj5VbZK694lfbPHz7JVmFsFopYH_6djgH8-.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 408635
localhost.darwinsys.com - - [07/Feb/2019:10:29:47 -0500] androidcookbook.com "GET /img/twitter-icon.png HTTP/1.1" 200 1640
localhost.darwinsys.com - - [07/Feb/2019:10:29:47 -0500] androidcookbook.com "GET /img/cover-small.png HTTP/1.1" 200 7396
localhost.darwinsys.com - - [07/Feb/2019:10:29:47 -0500] androidcookbook.com "GET /resource/image?imageId=978 HTTP/1.1" 200 35328
localhost.darwinsys.com - - [07/Feb/2019:10:29:47 -0500] androidcookbook.com "GET /RES_NOT_FOUND HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:10:29:47 -0500] androidcookbook.com "GET /javax.faces.resource/images/ui-bg_highlight-hard_100_f5f3e5_1x100.png.seam?ln=primefaces-south-street HTTP/1.1" 200 110
localhost.darwinsys.com - - [07/Feb/2019:10:29:47 -0500] androidcookbook.com "GET /javax.faces.resource/images/ui-icons_808080_256x240.png.seam?ln=primefaces-south-street HTTP/1.1" 200 4369
localhost.darwinsys.com - - [07/Feb/2019:10:29:48 -0500] androidcookbook.com "GET /favicon.ico HTTP/1.1" 200 2294
localhost.darwinsys.com - - [07/Feb/2019:10:30:34 -0500] www.darwinsys.com "GET /java/cafebabe.html HTTP/1.1" 200 2667
localhost.darwinsys.com - - [07/Feb/2019:10:30:34 -0500] www.darwinsys.com "GET /stylesheet.css HTTP/1.1" 200 2706
localhost.darwinsys.com - - [07/Feb/2019:10:30:35 -0500] www.darwinsys.com "GET /favicon.ico HTTP/1.1" 200 4710
216.244.66.195 - - [07/Feb/2019:10:32:12 -0500] www.androidcookbook.com "GET /robots.txt HTTP/1.1" 200 445
localhost.darwinsys.com - - [07/Feb/2019:10:33:06 -0500] cjp.darwinsys.com "GET /robots.txt HTTP/1.1" 404 145
onode4.exensa.net - - [07/Feb/2019:10:33:22 -0500] cjp.darwinsys.com "GET /robots.txt HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:10:33:37 -0500] cjp.darwinsys.com "GET / HTTP/1.1" 200 4835
localhost.darwinsys.com - - [07/Feb/2019:10:33:47 -0500] androidcookbook.net "GET / HTTP/1.1" 200 29694
localhost.darwinsys.com - - [07/Feb/2019:10:33:48 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 304 -
crawl-66-249-65-148.googlebot.com - - [07/Feb/2019:10:33:51 -0500] javacookbook.org "GET / HTTP/1.1" 200 6540
onode4.exensa.net - - [07/Feb/2019:10:33:52 -0500] cjp.darwinsys.com "GET / HTTP/1.1" 200 4835
localhost.darwinsys.com - - [07/Feb/2019:10:34:07 -0500] darwinsys.com "GET /javax.faces.resource/theme.css.web?ln=primefaces-aristo HTTP/1.1" 200 24772
localhost.darwinsys.com - - [07/Feb/2019:10:34:07 -0500] darwinsys.com "GET /javax.faces.resource/core.js.web;jsessionid=_BuDYklUobFeIUXnJuXz4hcyvRWBUGi-g5KzMcj3.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 31242
localhost.darwinsys.com - - [07/Feb/2019:10:34:07 -0500] darwinsys.com "GET /javax.faces.resource/jquery/jquery.js.web;jsessionid=_BuDYklUobFeIUXnJuXz4hcyvRWBUGi-g5KzMcj3.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 86838
localhost.darwinsys.com - - [07/Feb/2019:10:34:07 -0500] darwinsys.com "GET /javax.faces.resource/components.css.web;jsessionid=_BuDYklUobFeIUXnJuXz4hcyvRWBUGi-g5KzMcj3.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 85203
localhost.darwinsys.com - - [07/Feb/2019:10:34:07 -0500] darwinsys.com "GET /javax.faces.resource/jquery/jquery-plugins.js.web;jsessionid=_BuDYklUobFeIUXnJuXz4hcyvRWBUGi-g5KzMcj3.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 261110
localhost.darwinsys.com - - [07/Feb/2019:10:34:07 -0500] darwinsys.com "GET /stylesheet.css HTTP/1.1" 200 2706
localhost.darwinsys.com - - [07/Feb/2019:10:34:07 -0500] darwinsys.com "GET /javax.faces.resource/components.js.web;jsessionid=_BuDYklUobFeIUXnJuXz4hcyvRWBUGi-g5KzMcj3.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 408635
localhost.darwinsys.com - - [07/Feb/2019:10:34:08 -0500] darwinsys.com "GET /javax.faces.resource/images/ui-icons_616161_256x240.png.web?ln=primefaces-aristo HTTP/1.1" 200 3699
localhost.darwinsys.com - - [07/Feb/2019:10:34:09 -0500] darwinsys.com "GET /favicon.ico HTTP/1.1" 200 4710
localhost.darwinsys.com - - [07/Feb/2019:10:34:09 -0500] darwinsys.com "GET / HTTP/1.1" 200 47444
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/twitter-icon.png HTTP/1.1" 200 1640
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/rss-32x32.jpg HTTP/1.1" 200 1469
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/invertocat.png HTTP/1.1" 200 5241
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/tomcat-power.gif HTTP/1.1" 200 2324
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/valid-xhtml10-blue.png HTTP/1.1" 200 2026
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/vcss-blue.gif HTTP/1.1" 200 1759
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/openbsdpower.gif HTTP/1.1" 200 3334
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/Duke-Champion.jpg HTTP/1.1" 200 10077
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/icra_26x25ltb.gif HTTP/1.1" 200 1014
localhost.darwinsys.com - - [07/Feb/2019:10:34:10 -0500] darwinsys.com "GET /images/spiderweb1-preview.png HTTP/1.1" 200 659441
localhost.darwinsys.com - - [07/Feb/2019:10:34:11 -0500] darwinsys.com "GET /javax.faces.resource/images/ui-icons_38667f_256x240.png.web?ln=primefaces-aristo HTTP/1.1" 200 3698
105.4.3.114 - - [07/Feb/2019:10:34:48 -0500] www.darwinsys.com "GET /java/javaTopTen.html HTTP/1.1" 200 3819
105.4.3.114 - - [07/Feb/2019:10:34:50 -0500] www.darwinsys.com "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 986
105.4.3.114 - - [07/Feb/2019:10:34:50 -0500] www.darwinsys.com "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 986
105.4.3.114 - - [07/Feb/2019:10:34:51 -0500] www.darwinsys.com "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 986
105.4.3.114 - - [07/Feb/2019:10:34:51 -0500] www.darwinsys.com "GET /apple-touch-icon.png HTTP/1.1" 404 986
105.4.3.114 - - [07/Feb/2019:10:34:51 -0500] www.darwinsys.com "GET /favicon.ico HTTP/1.1" 200 4710
105.4.3.114 - - [07/Feb/2019:10:34:52 -0500] www.darwinsys.com "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 986
105.4.3.114 - - [07/Feb/2019:10:34:52 -0500] www.darwinsys.com "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 986
105.4.3.114 - - [07/Feb/2019:10:34:52 -0500] www.darwinsys.com "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 986
105.4.3.114 - - [07/Feb/2019:10:34:53 -0500] www.darwinsys.com "GET /apple-touch-icon.png HTTP/1.1" 404 986
105.4.3.114 - - [07/Feb/2019:10:34:53 -0500] www.darwinsys.com "GET /favicon.ico HTTP/1.1" 200 4710
msnbot-207-46-13-199.search.msn.com - - [07/Feb/2019:10:34:59 -0500] darwinsys.com "GET /robots.txt HTTP/1.1" 200 136
localhost.darwinsys.com - - [07/Feb/2019:10:35:07 -0500] darwinsys.com "GET /javax.faces.resource/jquery/jquery-plugins.js.web;jsessionid=_iK6Ge5-Z_Sk8JdaL8epZexCTdGq4p9EEDv687pa.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 261110
localhost.darwinsys.com - - [07/Feb/2019:10:35:07 -0500] darwinsys.com "GET /javax.faces.resource/jquery/jquery.js.web;jsessionid=_iK6Ge5-Z_Sk8JdaL8epZexCTdGq4p9EEDv687pa.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 86838
localhost.darwinsys.com - - [07/Feb/2019:10:35:07 -0500] darwinsys.com "GET /stylesheet.css HTTP/1.1" 200 2706
localhost.darwinsys.com - - [07/Feb/2019:10:35:11 -0500] darwinsys.com "GET /javax.faces.resource/theme.css.web?ln=primefaces-aristo HTTP/1.1" 200 24772
localhost.darwinsys.com - - [07/Feb/2019:10:35:11 -0500] www.darwinsys.com "GET /javax.faces.resource/theme.css.web?ln=primefaces-aristo HTTP/1.1" 200 24772
localhost.darwinsys.com - - [07/Feb/2019:10:35:11 -0500] www.darwinsys.com "GET /javax.faces.resource/jquery/jquery.js.web;jsessionid=sq8dLCQaE7iJ8hZHKeUMTTb5X1J-ndmRjS1B7xM2.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 86838
localhost.darwinsys.com - - [07/Feb/2019:10:35:11 -0500] www.darwinsys.com "GET /javax.faces.resource/core.js.web;jsessionid=sq8dLCQaE7iJ8hZHKeUMTTb5X1J-ndmRjS1B7xM2.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 31242
localhost.darwinsys.com - - [07/Feb/2019:10:35:12 -0500] www.darwinsys.com "GET /javax.faces.resource/components.css.web;jsessionid=sq8dLCQaE7iJ8hZHKeUMTTb5X1J-ndmRjS1B7xM2.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 85203
localhost.darwinsys.com - - [07/Feb/2019:10:35:12 -0500] www.darwinsys.com "GET /javax.faces.resource/jquery/jquery-plugins.js.web;jsessionid=sq8dLCQaE7iJ8hZHKeUMTTb5X1J-ndmRjS1B7xM2.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 261110
localhost.darwinsys.com - - [07/Feb/2019:10:35:12 -0500] www.darwinsys.com "GET /stylesheet.css HTTP/1.1" 200 2706
localhost.darwinsys.com - - [07/Feb/2019:10:35:12 -0500] www.darwinsys.com "GET /javax.faces.resource/components.js.web;jsessionid=sq8dLCQaE7iJ8hZHKeUMTTb5X1J-ndmRjS1B7xM2.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 408635
localhost.darwinsys.com - - [07/Feb/2019:10:35:12 -0500] www.darwinsys.com "GET /javax.faces.resource/images/ui-icons_616161_256x240.png.web?ln=primefaces-aristo HTTP/1.1" 200 3699
localhost.darwinsys.com - - [07/Feb/2019:10:35:13 -0500] www.darwinsys.com "GET / HTTP/1.1" 200 47369
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /favicon.ico HTTP/1.1" 200 4710
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/twitter-icon.png HTTP/1.1" 200 1640
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/invertocat.png HTTP/1.1" 200 5241
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/rss-32x32.jpg HTTP/1.1" 200 1469
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/openbsdpower.gif HTTP/1.1" 200 3334
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/tomcat-power.gif HTTP/1.1" 200 2324
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/vcss-blue.gif HTTP/1.1" 200 1759
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/Duke-Champion.jpg HTTP/1.1" 200 10077
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/valid-xhtml10-blue.png HTTP/1.1" 200 2026
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/icra_26x25ltb.gif HTTP/1.1" 200 1014
localhost.darwinsys.com - - [07/Feb/2019:10:35:14 -0500] www.darwinsys.com "GET /images/spiderweb1-preview.png HTTP/1.1" 200 659441
localhost.darwinsys.com - - [07/Feb/2019:10:35:55 -0500] androidcookbook.com "GET /robots.txt HTTP/1.1" 200 445
localhost.darwinsys.com - - [07/Feb/2019:10:35:56 -0500] androidcookbook.com "GET /robots.txt HTTP/1.1" 200 445
localhost.darwinsys.com - - [07/Feb/2019:10:36:00 -0500] www.darwinsys.com "GET /stylesheet.css HTTP/1.1" 200 2706
localhost.darwinsys.com - - [07/Feb/2019:10:36:00 -0500] www.darwinsys.com "GET /javax.faces.resource/theme.css.web?ln=primefaces-aristo HTTP/1.1" 200 24576
localhost.darwinsys.com - - [07/Feb/2019:10:36:00 -0500] www.darwinsys.com "GET /javax.faces.resource/components.css.web;jsessionid=sq8dLCQaE7iJ8hZHKeUMTTb5X1J-ndmRjS1B7xM2.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 24576
localhost.darwinsys.com - - [07/Feb/2019:10:36:03 -0500] androidcookbook.com "GET / HTTP/1.1" 200 29700
localhost.darwinsys.com - - [07/Feb/2019:10:36:14 -0500] www.darwinsys.com "GET /javax.faces.resource/images/ui-icons_38667f_256x240.png.web?ln=primefaces-aristo HTTP/1.1" 200 3698
localhost.darwinsys.com - - [07/Feb/2019:10:36:31 -0500] www.darwinsys.com "GET /people/idarwin-academic.html HTTP/1.1" 200 2271
ip66.ip-54-36-148.eu - - [07/Feb/2019:10:38:00 -0500] www.androidcookbook.com "GET /Recipe.seam?recipeId=5237 HTTP/1.1" 200 12074
localhost.darwinsys.com - - [07/Feb/2019:10:38:41 -0500] www.androidcookbook.com "GET /robots.txt HTTP/1.1" 200 445
localhost.darwinsys.com - - [07/Feb/2019:10:38:44 -0500] www.androidcookbook.com "GET /ChapterView.seam?chapterId=3610 HTTP/1.1" 200 19340
localhost.darwinsys.com - - [07/Feb/2019:10:38:48 -0500] darwinsys.com "GET /deployed.html HTTP/1.1" 304 -
localhost.darwinsys.com - - [07/Feb/2019:10:39:01 -0500] iandarwinphoto.com "GET / HTTP/1.1" 200 2158
localhost.darwinsys.com - - [07/Feb/2019:10:39:02 -0500] androidcookbook.com "GET /Recipe.seam;jsessionid=8D8JCCWJCypFx6oYleZFW7LpkyV0OfWXoEM4edoJ.darwinsys?recipeId=4222 HTTP/1.1" 200 14401
crawl20.bl.semrush.com - - [07/Feb/2019:10:39:31 -0500] androidcookbook.com "GET /robots.txt HTTP/1.1" 200 445
crawl4.bl.semrush.com - - [07/Feb/2019:10:39:34 -0500] androidcookbook.com "GET /Recipe.seam?recipeFrom=ViewTOC&recipeId=1919 HTTP/1.1" 200 16589
localhost.darwinsys.com - - [07/Feb/2019:10:40:07 -0500] androidcookbook.com "GET /Recipe.seam?recipeId=4012 HTTP/1.1" 200 19599
localhost.darwinsys.com - - [07/Feb/2019:10:40:08 -0500] androidcookbook.com "GET /javax.faces.resource/theme.css.seam?ln=primefaces-south-street HTTP/1.1" 200 18534
localhost.darwinsys.com - - [07/Feb/2019:10:40:09 -0500] androidcookbook.com "GET /javax.faces.resource/components.css.seam;jsessionid=JZztQmInK2LT5mvLqynry8HsSgPpptEKp2ErFzA0.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 85214
localhost.darwinsys.com - - [07/Feb/2019:10:40:09 -0500] androidcookbook.com "GET /RES_NOT_FOUND HTTP/1.1" 404 145
localhost.darwinsys.com - - [07/Feb/2019:10:40:09 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery.js.seam;jsessionid=JZztQmInK2LT5mvLqynry8HsSgPpptEKp2ErFzA0.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 86838
localhost.darwinsys.com - - [07/Feb/2019:10:40:11 -0500] androidcookbook.com "GET /javax.faces.resource/core.js.seam;jsessionid=JZztQmInK2LT5mvLqynry8HsSgPpptEKp2ErFzA0.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 31242
localhost.darwinsys.com - - [07/Feb/2019:10:40:11 -0500] androidcookbook.com "GET /javax.faces.resource/jquery/jquery-plugins.js.seam;jsessionid=JZztQmInK2LT5mvLqynry8HsSgPpptEKp2ErFzA0.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 261110
187.11.99.237 - - [07/Feb/2019:10:40:11 -0500] www.darwinsys.com "GET /wp-login.php HTTP/1.1" 404 986
localhost.darwinsys.com - - [07/Feb/2019:10:40:12 -0500] androidcookbook.com "GET /img/AndroidCook.png HTTP/1.1" 200 6421
localhost.darwinsys.com - - [07/Feb/2019:10:40:12 -0500] androidcookbook.com "GET /img/title-logo-black.png HTTP/1.1" 200 4444
localhost.darwinsys.com - - [07/Feb/2019:10:40:12 -0500] androidcookbook.com "GET /img/invertocat.png HTTP/1.1" 200 5241
localhost.darwinsys.com - - [07/Feb/2019:10:40:13 -0500] androidcookbook.com "GET /javax.faces.resource/components.js.seam;jsessionid=JZztQmInK2LT5mvLqynry8HsSgPpptEKp2ErFzA0.darwinsys?ln=primefaces&v=6.2 HTTP/1.1" 200 408635
